"","id","title","companies"
"6206",169917,"A Walk Among the Tombstones","Traveling Picture Show Company (TPSC)"
"6207",169917,"A Walk Among the Tombstones","Free State Pictures"
"6208",169917,"A Walk Among the Tombstones","Da Vinci Media Ventures"
"6209",951,"Kindergarten Cop","Imagine Entertainment"
"6210",951,"Kindergarten Cop","Universal Pictures"
"6211",10189,"Pineapple Express","Columbia Pictures"
"6212",10189,"Pineapple Express","Apatow Productions"
"6213",9454,"Ever After: A Cinderella Story","Twentieth Century Fox Film Corporation"
"6214",2055,"Open Range","Tig Productions"
"6215",2055,"Open Range","Touchstone Pictures"
"6216",2055,"Open Range","Beacon Pictures"
"6217",2055,"Open Range","Cobalt Media Group"
"6218",1551,"Flatliners","Columbia Pictures Corporation"
"6219",1551,"Flatliners","Stonebridge Entertainment"
"6220",5902,"A Bridge Too Far","United Artists"
"6221",5902,"A Bridge Too Far","Joseph E. Levine Productions"
"6222",11460,"Red Eye","DreamWorks SKG"
"6223",11460,"Red Eye","Craven-Maddalena Films"
"6224",11460,"Red Eye","BenderSpink"
"6225",9358,"Final Destination 2","New Line Cinema"
"6226",9358,"Final Destination 2","Zide-Perry Productions"
"6227",134,"O Brother, Where Art Thou?","Universal Pictures"
"6228",134,"O Brother, Where Art Thou?","Mike Zoss Productions"
"6229",134,"O Brother, Where Art Thou?","Studio Canal"
"6230",134,"O Brother, Where Art Thou?","Touchstone Pictures"
"6231",134,"O Brother, Where Art Thou?","Working Title Films"
"6232",22894,"Legion","Bold Films"
"6233",134374,"Pain & Gain","Paramount Pictures"
"6234",134374,"Pain & Gain","De Line Pictures"
"6235",1901,"In Good Company","Depth of Field"
"6236",15028,"Clockstoppers","Paramount Pictures"
"6237",15028,"Clockstoppers","Nickelodeon Movies"
"6238",15028,"Clockstoppers","Valhalla Motion Pictures"
"6239",11509,"Silverado","Columbia Pictures"
"6240",7445,"Brothers","Lionsgate"
"6241",7445,"Brothers","Relativity Media"
"6242",7445,"Brothers","Sighvatsson Films"
"6243",7445,"Brothers","Michael De Luca Productions"
"6244",7445,"Brothers","Palomar Pictures (II)"
"6245",17047,"Agent Cody Banks 2: Destination London","Splendid Pictures"
"6246",17047,"Agent Cody Banks 2: Destination London","Maverick Films"
"6247",17047,"Agent Cody Banks 2: Destination London","Metro-Goldwyn-Mayer (MGM)"
"6248",17047,"Agent Cody Banks 2: Destination London","Dylan Sellers Productions"
"6249",17047,"Agent Cody Banks 2: Destination London","Madacy Entertainment"
"6250",62838,"New Year's Eve","New Line Cinema"
"6251",2057,"Original Sin","Metro-Goldwyn-Mayer (MGM)"
"6252",70436,"The Raven","Relativity Media"
"6253",16784,"Welcome to Mooseport","Twentieth Century Fox Film Corporation"
"6254",16784,"Welcome to Mooseport","Intermedia Films"
"6255",16784,"Welcome to Mooseport","Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
"6256",16784,"Welcome to Mooseport","Mooseport Productions"
"6257",8011,"Highlander: The Final Dimension","Trans-Film"
"6258",8011,"Highlander: The Final Dimension","Initial Groupe"
"6259",8011,"Highlander: The Final Dimension","Lumière Pictures"
"6260",8011,"Highlander: The Final Dimension","Fallingcloud"
"6261",31640,"Blood and Wine","Fox Searchlight Pictures"
"6262",31640,"Blood and Wine","Marmont Productions"
"6263",31640,"Blood and Wine","Blood & Wine Productions"
"6264",31640,"Blood and Wine","Majestic Films International"
"6265",9092,"Snow White: A Tale of Terror","Interscope Communications"
"6266",9092,"Snow White: A Tale of Terror","Polygram Filmed Entertainment"
"6267",2779,"The Curse of the Jade Scorpion","DreamWorks SKG"
"6268",2779,"The Curse of the Jade Scorpion","Gravier Productions"
"6269",316002,"Accidental Love","K. JAM Media"
"6270",36355,"Flipper","Universal Pictures"
"6271",36355,"Flipper","The Bubble Factory"
"6272",36355,"Flipper","American Films"
"6273",238615,"Self/less","Endgame Entertainment"
"6274",238615,"Self/less","Ram Bergman Productions"
"6275",1985,"The Constant Gardener","Studio Babelsberg"
"6276",1985,"The Constant Gardener","Epsilon Motion Pictures"
"6277",1985,"The Constant Gardener","UK Film Council"
"6278",1985,"The Constant Gardener","Scion Films"
"6279",1985,"The Constant Gardener","Focus Features"
"6280",1985,"The Constant Gardener","Blue Sky Films"
"6281",1985,"The Constant Gardener","Potboiler Productions"
"6282",615,"The Passion of the Christ","Icon Productions"
"6283",615,"The Passion of the Christ","Twentieth Century Fox Film Corporation"
"6284",788,"Mrs. Doubtfire","Twentieth Century Fox Film Corporation"
"6285",788,"Mrs. Doubtfire","Blue Wolf"
"6286",380,"Rain Man","United Artists"
"6287",380,"Rain Man","Star Partners II Ltd."
"6288",13223,"Gran Torino","Village Roadshow Pictures"
"6289",13223,"Gran Torino","Malpaso Productions"
"6290",13223,"Gran Torino","Gerber Pictures"
"6291",13223,"Gran Torino","Warner Bros."
"6292",13223,"Gran Torino","Double Nickel Entertainment"
"6293",13223,"Gran Torino","Matten Productions"
"6294",13223,"Gran Torino","WV Films IV"
"6295",10523,"W.","Ixtlan Productions"
"6296",10523,"W.","Emperor Motion Pictures"
"6297",10523,"W.","Global Entertainment Group"
"6298",8681,"Taken","Twentieth Century Fox Film Corporation"
"6299",8681,"Taken","M6 Films"
"6300",8681,"Taken","Canal+"
"6301",8681,"Taken","TPS Star"
"6302",8681,"Taken","Grive Productions"
"6303",8681,"Taken","EuropaCorp"
"6304",8681,"Taken","M6"
"6305",8681,"Taken","Wintergreen Productions"
"6306",8681,"Taken","All Pictures Media"
"6307",239571,"The Best of Me","Relativity Media"
"6308",619,"The Bodyguard","Tig Productions"
"6309",619,"The Bodyguard","Warner Bros."
"6310",619,"The Bodyguard","Kasdan Pictures"
"6311",424,"Schindler's List","Universal Pictures"
"6312",424,"Schindler's List","Amblin Entertainment"
"6313",50014,"The Help","DreamWorks SKG"
"6314",50014,"The Help","1492 Pictures"
"6315",50014,"The Help","Participant Productions"
"6316",50014,"The Help","Imagenation Abu Dhabi FZ"
"6317",50014,"The Help","Reliance Entertainment"
"6318",50014,"The Help","Touchstone Pictures"
"6319",162903,"The Fifth Estate","DreamWorks SKG"
"6320",162903,"The Fifth Estate","Participant Media"
"6321",162903,"The Fifth Estate","Reliance Entertainment"
"6322",162903,"The Fifth Estate","Touchstone Pictures"
"6323",162903,"The Fifth Estate","Anonymous Content"
"6324",11024,"Scooby-Doo 2: Monsters Unleashed","Mosaic Media Group"
"6325",11024,"Scooby-Doo 2: Monsters Unleashed","Warner Bros."
"6326",208763,"Forbidden Kingdom","Universal Pictures"
"6327",208763,"Forbidden Kingdom","Ankor-Film"
"6328",6466,"Freddy vs. Jason","New Line Cinema"
"6329",6466,"Freddy vs. Jason","Cecchi Gori Group Tiger Cinematografica"
"6330",6466,"Freddy vs. Jason","Avery Pix"
"6331",6466,"Freddy vs. Jason","Sean S. Cunningham Films"
"6332",6466,"Freddy vs. Jason","Crystal Lake Entertainment"
"6333",6466,"Freddy vs. Jason","WTC Productions"
"6334",6466,"Freddy vs. Jason","Yannix Technology Corporation"
"6335",254024,"The Face of an Angel","Revolution Films"
"6336",254024,"The Face of an Angel","BBC Films"
"6337",254024,"The Face of an Angel","Cattleya"
"6338",254024,"The Face of an Angel","Vedette Finance"
"6339",254024,"The Face of an Angel","Multitrade"
"6340",254024,"The Face of an Angel","Ypsilon Films"
"6341",12589,"Jimmy Neutron: Boy Genius","Nickelodeon Movies"
"6342",12589,"Jimmy Neutron: Boy Genius","Universal Cartoon Studios"
"6343",12589,"Jimmy Neutron: Boy Genius","Paramount Animation"
"6344",7191,"Cloverfield","Paramount Pictures"
"6345",7191,"Cloverfield","Bad Robot"
"6346",1497,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","New Line Cinema"
"6347",1497,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Golden Harvest Company"
"6348",117,"The Untouchables","Paramount Pictures"
"6349",6977,"No Country for Old Men","Miramax Films"
"6350",6977,"No Country for Old Men","Scott Rudin Productions"
"6351",6977,"No Country for Old Men","Paramount Vantage"
"6352",6977,"No Country for Old Men","Mike Zoss Productions"
"6353",168530,"Ride Along","Universal Pictures"
"6354",168530,"Ride Along","Rainforest Films"
"6355",168530,"Ride Along","Cube Vision"
"6356",168530,"Ride Along","Relativity Media"
"6357",634,"Bridget Jones's Diary","Miramax Films"
"6358",634,"Bridget Jones's Diary","Universal Pictures"
"6359",634,"Bridget Jones's Diary","Studio Canal"
"6360",634,"Bridget Jones's Diary","Working Title Films"
"6361",634,"Bridget Jones's Diary","Little Bird"
"6362",392,"Chocolat","Miramax Films"
"6363",392,"Chocolat","David Brown Productions"
"6364",392,"Chocolat","Fat Free"
"6365",10327,"Legally Blonde 2: Red, White & Blonde","Type A Films"
"6366",10327,"Legally Blonde 2: Red, White & Blonde","Marc Platt Productions"
"6367",10327,"Legally Blonde 2: Red, White & Blonde","Metro-Goldwyn-Mayer (MGM)"
"6368",88042,"Parental Guidance","Twentieth Century Fox Film Corporation"
"6369",88042,"Parental Guidance","Dune Entertainment"
"6370",88042,"Parental Guidance","Dune Entertainment III"
"6371",88042,"Parental Guidance","Chernin Entertainment"
"6372",88042,"Parental Guidance","Walden Media"
"6373",88042,"Parental Guidance","Face Productions"
"6374",41630,"No Strings Attached","Katalyst Films"
"6375",41630,"No Strings Attached","The Montecito Picture Company"
"6376",41630,"No Strings Attached","Handsomecharlie Films"
"6377",11969,"Tombstone","Hollywood Pictures"
"6378",11969,"Tombstone","Cinergi Pictures Entertainment"
"6379",2085,"Romeo Must Die","Silver Pictures"
"6380",2085,"Romeo Must Die","Warner Bros."
"6381",794,"The Omen","Twentieth Century Fox Film Corporation"
"6382",794,"The Omen","Mace Neufeld Productions"
"6383",9286,"Final Destination 3","New Line Cinema"
"6384",9286,"Final Destination 3","Zide-Perry Productions"
"6385",9286,"Final Destination 3","Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"
"6386",9286,"Final Destination 3","Hard Eight Pictures"
"6387",9286,"Final Destination 3","Matinee Pictures"
"6388",9286,"Final Destination 3","Practical Pictures"
"6389",77877,"The Lucky One","Village Roadshow Pictures"
"6390",77877,"The Lucky One","DiNovi Pictures"
"6391",77877,"The Lucky One","Warner Bros."
"6392",77877,"The Lucky One","Langley Park Production"
"6393",1265,"Bridge to Terabithia","Walden Media"
"6394",1265,"Bridge to Terabithia","Hal Lieberman Company"
"6395",1265,"Bridge to Terabithia","Lauren Levine Productions Inc."
"6396",866,"Finding Neverland","Miramax Films"
"6397",866,"Finding Neverland","Film Colony"
"6398",175555,"A Madea Christmas","Lions Gate"
"6399",75174,"The Grey","Scott Free Productions"
"6400",75174,"The Grey","1984 Private Defense Contractors"
"6401",75174,"The Grey","LD Entertainment"
"6402",75174,"The Grey","Open Road Films"
"6403",75174,"The Grey","Inferno Distribution"
"6404",75174,"The Grey","Chambara Pictures"
"6405",11096,"Hide and Seek","Twentieth Century Fox Film Corporation"
"6406",11096,"Hide and Seek","Fox 2000 Pictures"
"6407",11096,"Hide and Seek","Josephson Entertainment"
"6408",11096,"Hide and Seek","MBC Beteiligungs Filmproduktion"
"6409",8699,"Anchorman: The Legend of Ron Burgundy","Apatow Productions"
"6410",769,"GoodFellas","Winkler Films"
"6411",10923,"Agent Cody Banks","Splendid Pictures"
"6412",10923,"Agent Cody Banks","Maverick Films"
"6413",10923,"Agent Cody Banks","Metro-Goldwyn-Mayer (MGM)"
"6414",10923,"Agent Cody Banks","Dylan Sellers Productions"
"6415",10923,"Agent Cody Banks","Madacy Entertainment"
"6416",11283,"Nanny McPhee","Universal Pictures"
"6417",11283,"Nanny McPhee","Three Strange Angels"
"6418",11283,"Nanny McPhee","Studio Canal"
"6419",11283,"Nanny McPhee","Metro-Goldwyn-Mayer (MGM)"
"6420",11283,"Nanny McPhee","Working Title Films"
"6421",11283,"Nanny McPhee","Nanny McPhee Productions"
"6422",111,"Scarface","Universal Pictures"
"6423",11676,"Nothing to Lose","Touchstone Pictures"
"6424",746,"The Last Emperor","Columbia Pictures"
"6425",746,"The Last Emperor","Hemdale Film Corporation"
"6426",746,"The Last Emperor","Recorded Pictures Company"
"6427",746,"The Last Emperor","Soprofilms"
"6428",746,"The Last Emperor","TAO Film"
"6429",746,"The Last Emperor","Yanco"
"6430",77866,"Contraband","Universal Pictures"
"6431",77866,"Contraband","StudioCanal"
"6432",77866,"Contraband","Relativity Media"
"6433",77866,"Contraband","Leverage Management"
"6434",77866,"Contraband","Closest to the Hole Productions"
"6435",77866,"Contraband","Farraday Films"
"6436",77866,"Contraband","Leverage Entertainment"
"6437",77866,"Contraband","Working Title Films"
"6438",77866,"Contraband","Blueeyes Productions"
"6439",9416,"Money Talks","New Line Cinema"
"6440",7345,"There Will Be Blood","Miramax Films"
"6441",7345,"There Will Be Blood","Ghoulardi Film Company"
"6442",7345,"There Will Be Blood","Paramount Vantage"
"6443",14317,"The Wild Thornberrys Movie","Paramount Pictures"
"6444",14317,"The Wild Thornberrys Movie","Nickelodeon Movies"
"6445",14317,"The Wild Thornberrys Movie","Paramount Animation"
"6446",20694,"Rugrats Go Wild","Nickelodeon Movies"
"6447",20694,"Rugrats Go Wild","Paramount Animation"
"6448",12277,"Undercover Brother","Universal Pictures"
"6449",9779,"The Sisterhood of the Traveling Pants","DiNovi Pictures"
"6450",9779,"The Sisterhood of the Traveling Pants","Alcon Entertainment"
"6451",9779,"The Sisterhood of the Traveling Pants","Alloy Entertainment"
"6452",2140,"Kiss of the Dragon","Twentieth Century Fox Film Corporation"
"6453",2140,"Kiss of the Dragon","Current Entertainment"
"6454",2140,"Kiss of the Dragon","Immortal Entertainment"
"6455",2140,"Kiss of the Dragon","Canal+"
"6456",2140,"Kiss of the Dragon","EuropaCorp"
"6457",2140,"Kiss of the Dragon","Quality Growth International Ltd."
"6458",12620,"The House Bunny","Columbia Pictures"
"6459",12620,"The House Bunny","Happy Madison Productions"
"6460",12620,"The House Bunny","Relativity Media"
"6461",12620,"The House Bunny","Alta Loma Entertainment"
"6462",14177,"Beauty Shop","Metro-Goldwyn-Mayer (MGM)"
"6463",198185,"Million Dollar Arm","Walt Disney Pictures"
"6464",227156,"The Giver","The Weinstein Company"
"6465",227156,"The Giver","Walden Media"
"6466",227156,"The Giver","Tonik Productions"
"6467",227156,"The Giver","Asis Productions"
"6468",10735,"What a Girl Wants","DiNovi Pictures"
"6469",10735,"What a Girl Wants","Gerber Pictures"
"6470",10735,"What a Girl Wants","Gaylord Films"
"6471",10735,"What a Girl Wants","Warner Bros."
"6472",10735,"What a Girl Wants","Sloane Square Films"
"6473",10735,"What a Girl Wants","HSI Tomorrow Film"
"6474",11351,"Jeepers Creepers 2","United Artists"
"6475",11351,"Jeepers Creepers 2","American Zoetrope"
"6476",11351,"Jeepers Creepers 2","Myriad Pictures"
"6477",11351,"Jeepers Creepers 2","Jeepers Creepers II"
"6478",10030,"Good Luck Chuck","Lionsgate"
"6479",10030,"Good Luck Chuck","Karz Entertainment"
"6480",10623,"Cradle 2 the Grave","Silver Pictures"
"6481",10623,"Cradle 2 the Grave","Warner Bros."
"6482",590,"The Hours","Paramount Pictures"
"6483",590,"The Hours","Miramax Films"
"6484",590,"The Hours","Scott Rudin Productions"
"6485",9655,"She's the Man","DreamWorks SKG"
"6486",9655,"She's the Man","Lakeshore Entertainment"
"6487",1268,"Mr. Bean's Holiday","Tiger Aspect Productions"
"6488",1268,"Mr. Bean's Holiday","Working Title Films"
"6489",11237,"Anacondas: The Hunt for the Blood Orchid","Screen Gems"
"6490",11237,"Anacondas: The Hunt for the Blood Orchid","Middle Fork Productions"
"6491",190955,"Blood Ties","Wild Bunch"
"6492",190955,"Blood Ties","LGM Productions"
"6493",190955,"Blood Ties","Les Productions du Trésor"
"6494",190955,"Blood Ties","Mars Distribution"
"6495",190955,"Blood Ties","Canal+"
"6496",190955,"Blood Ties","France Télévision"
"6497",190955,"Blood Ties","Worldview Entertainment"
"6498",190955,"Blood Ties","Ciné+"
"6499",190955,"Blood Ties","M6"
"6500",190955,"Blood Ties","France 3 Cinema"
"6501",190955,"Blood Ties","Caneo Films"
"6502",190955,"Blood Ties","Grisbi Productions"
"6503",190955,"Blood Ties","France 4"
"6504",190955,"Blood Ties","W9"
"6505",190955,"Blood Ties","Chi-Fou-Mi Productions"
"6506",190955,"Blood Ties","Treasure Company"
"6507",5123,"August Rush","Warner Bros."
"6508",5123,"August Rush","CJ Entertainment"
"6509",5123,"August Rush","Southpaw Entertainment"
"6510",4518,"Elizabeth","Channel Four Films"
"6511",4518,"Elizabeth","PolyGram Filmed Entertainment"
"6512",4518,"Elizabeth","Working Title Films"
"6513",11932,"Bride of Chucky","Universal Pictures"
"6514",11932,"Bride of Chucky","Midwinter Productions Inc."
"6515",11165,"Tora! Tora! Tora!","Twentieth Century Fox Film Corporation"
"6516",6116,"Spice World","Columbia Pictures Corporation"
"6517",57431,"The Sitter","Twentieth Century Fox Film Corporation"
"6518",57431,"The Sitter","Michael De Luca Productions"
"6519",57431,"The Sitter","Rough House Pictures"
"6520",21724,"Dance Flick","Paramount Pictures"
"6521",21724,"Dance Flick","MTV Films"
"6522",21724,"Dance Flick","Wayans Bros. Entertainment"
"6523",278,"The Shawshank Redemption","Castle Rock Entertainment"
"6524",9290,"Crocodile Dundee in Los Angeles","Bungalow Productions"
"6525",9290,"Crocodile Dundee in Los Angeles","Silver Lion Films"
"6526",9290,"Crocodile Dundee in Los Angeles","Vision View Entertainment"
"6527",11543,"Kingpin","Motion Picture Corporation of America"
"6528",11543,"Kingpin","Metro-Goldwyn-Mayer (MGM)"
"6529",284536,"The Gambler","Paramount Pictures"
"6530",284536,"The Gambler","Closest to the Hole Productions"
"6531",284536,"The Gambler","Leverage Entertainment"
"6532",284536,"The Gambler","Chartoff-Winkler Productions"
"6533",152737,"August: Osage County","Jean Doumanian Productions"
"6534",152737,"August: Osage County","Smokehouse Pictures"
"6535",13374,"Ice Princess","Walt Disney Pictures"
"6536",13374,"Ice Princess","Bridget Johnson Films"
"6537",13374,"Ice Princess","Skate Away Productions"
"6538",8976,"A Lot Like Love","Mile High Productions"
"6539",8976,"A Lot Like Love","Kevin Messick Productions"
"6540",8976,"A Lot Like Love","Touchstone Pictures"
"6541",8976,"A Lot Like Love","Beacon Pictures"
"6542",319888,"Eddie the Eagle","Studio Babelsberg"
"6543",319888,"Eddie the Eagle","Twentieth Century Fox Film Corporation"
"6544",319888,"Eddie the Eagle","Marv Films"
"6545",319888,"Eddie the Eagle","Saville Productions"
"6546",9469,"He Got Game","40 Acres & A Mule Filmworks"
"6547",9469,"He Got Game","Touchstone Pictures"
"6548",1909,"Don Juan DeMarco","New Line Cinema"
"6549",1909,"Don Juan DeMarco","American Zoetrope"
"6550",22971,"Dear John","Screen Gems"
"6551",34813,"The Losers","DC Comics"
"6552",34813,"The Losers","Weed Road Pictures"
"6553",34813,"The Losers","Dark Castle Entertainment"
"6554",34813,"The Losers","Warner Bros."
"6555",34813,"The Losers","DC Entertainment"
"6556",46261,"Don't Be Afraid of the Dark","Miramax Films"
"6557",46261,"Don't Be Afraid of the Dark","Gran Via Productions"
"6558",46261,"Don't Be Afraid of the Dark","FilmDistrict"
"6559",46261,"Don't Be Afraid of the Dark","Necropia"
"6560",46261,"Don't Be Afraid of the Dark","Tequila Gang"
"6561",10431,"War","Mosaic Media Group"
"6562",10431,"War","Current Entertainment"
"6563",10431,"War","Lionsgate"
"6564",10431,"War","Fierce Entertainment"
"6565",10431,"War","Province of British Columbia Production Services Tax Credit"
"6566",10431,"War","Rogue Films"
"6567",8051,"Punch-Drunk Love","Columbia Pictures"
"6568",8051,"Punch-Drunk Love","New Line Cinema"
"6569",8051,"Punch-Drunk Love","Ghoulardi Film Company"
"6570",9352,"EuroTrip","DreamWorks SKG"
"6571",9352,"EuroTrip","The Montecito Picture Company"
"6572",9352,"EuroTrip","Blue Sea Productions"
"6573",10167,"Half Past Dead","Franchise Pictures"
"6574",10167,"Half Past Dead","Screen Gems"
"6575",17170,"Bright Lights, Big City","United Artists"
"6576",17170,"Bright Lights, Big City","Mirage Enterprises"
"6577",17170,"Bright Lights, Big City","CST Telecommunications"
"6578",17170,"Bright Lights, Big City","Star Partners"
"6579",18975,"The Adventures of Pinocchio","New Line Cinema"
"6580",18975,"The Adventures of Pinocchio","The Kushner-Locke Company"
"6581",18975,"The Adventures of Pinocchio","Savoy Pictures"
"6582",15487,"The Greatest Game Ever Played","Walt Disney Pictures"
"6583",22825,"The Box","Media Rights Capital"
"6584",22825,"The Box","Lin Pictures"
"6585",22825,"The Box","Warner Bros."
"6586",22825,"The Box","Darko Entertainment"
"6587",22825,"The Box","Radar Pictures"
"6588",11152,"The Ruins","Spyglass Entertainment"
"6589",11152,"The Ruins","Pacific Film and Television Commission"
"6590",11152,"The Ruins","DreamWorks Pictures"
"6591",11152,"The Ruins","Red Hour Films"
"6592",11152,"The Ruins","Internationale Filmproduktion Prometheus"
"6593",1831,"The Next Best Thing","Paramount Pictures"
"6594",1831,"The Next Best Thing","Lakeshore Entertainment"
"6595",43931,"My Soul to Take","Relativity Media"
"6596",43931,"My Soul to Take","Rogue"
"6597",10591,"The Girl Next Door","Regency Enterprises"
"6598",10591,"The Girl Next Door","Epsilon Motion Pictures"
"6599",10591,"The Girl Next Door","New Regency Pictures"
"6600",10591,"The Girl Next Door","Daybreak"
"6601",10861,"Maximum Risk","Columbia Pictures"
"6602",12770,"Stealing Harvard","Columbia Pictures"
"6603",12770,"Stealing Harvard","Imagine Entertainment"
"6604",12770,"Stealing Harvard","Revolution Studios"
"6605",276907,"Legend","Working Title Films"
"6606",276907,"Legend","Cross Creek Pictures"
"6607",276907,"Legend","Anton Capital Entertainment (ACE)"
"6608",10074,"Hot Rod","Paramount Pictures"
"6609",65055,"Shark Night","Incentive Filmed Entertainment"
"6610",10397,"Angela's Ashes","Paramount Pictures"
"6611",10397,"Angela's Ashes","Universal Pictures"
"6612",200505,"Draft Day","Summit Entertainment"
"6613",200505,"Draft Day","Lionsgate"
"6614",11954,"Lifeforce","TriStar Pictures"
"6615",11954,"Lifeforce","Golan-Globus"
"6616",11954,"Lifeforce","Easedram"
"6617",60309,"The Conspirator","Wildwood Enterprises"
"6618",60309,"The Conspirator","American Film Company"
"6619",9787,"Lords of Dogtown","Columbia Pictures"
"6620",9787,"Lords of Dogtown","TriStar Pictures"
"6621",293646,"The 33","Alcon Entertainment"
"6622",293646,"The 33","Phoenix Pictures"
"6623",293646,"The 33","Fabula"
"6624",293646,"The 33","Half Circle"
"6625",6978,"Big Trouble in Little China","Twentieth Century Fox Film Corporation"
"6626",6978,"Big Trouble in Little China","TAFT Entertainment Pictures"
"6627",133698,"Fly Me to the Moon","TF1 Films Production"
"6628",133698,"Fly Me to the Moon","Quad Productions"
"6629",59440,"Warrior","Solaris Film"
"6630",59440,"Warrior","Lionsgate"
"6631",59440,"Warrior","Mimran Schur Pictures"
"6632",59440,"Warrior","Filmtribe"
"6633",1770,"Michael Collins","Geffen Pictures"
"6634",1770,"Michael Collins","Warner Bros."
"6635",10655,"Gettysburg","TriStar Television"
"6636",10655,"Gettysburg","Esparza / Katz Productions"
"6637",8988,"Stop-Loss","Paramount Pictures"
"6638",8988,"Stop-Loss","Scott Rudin Productions"
"6639",8988,"Stop-Loss","MTV Films"
"6640",8988,"Stop-Loss","Peirce Pictures"
"6641",15992,"Abandon","Paramount Pictures"
"6642",15992,"Abandon","Spyglass Entertainment"
"6643",15992,"Abandon","Touchstone Pictures"
"6644",17707,"Brokedown Palace","Twentieth Century Fox Film Corporation"
"6645",17707,"Brokedown Palace","Fox 2000 Pictures"
"6646",17707,"Brokedown Palace","Adam Fields Productions"
"6647",17707,"Brokedown Palace","Two Girls Productions"
"6648",77883,"The Possession","Ghost House Pictures"
"6649",77883,"The Possession","North Box Productions"
"6650",40001,"Mrs. Winterbourne","TriStar Pictures"
"6651",64639,"Straw Dogs","Battleplan Productions"
"6652",9903,"The Hoax","Miramax Films"
"6653",9903,"The Hoax","The Mark Gordon Company"
"6654",9903,"The Hoax","Yari Film Group"
"6655",9903,"The Hoax","Bob Yari Productions"
"6656",21338,"Stone Cold","Stone Group Pictures"
"6657",21338,"Stone Cold","Vision International"
"6658",20766,"The Road","2929 Productions"
"6659",20766,"The Road","Dimension Films"
"6660",20766,"The Road","Nick Wechsler Productions"
"6661",20766,"The Road","Chockstone Pictures"
"6662",24264,"Sheena","Columbia Pictures Corporation"
"6663",24264,"Sheena","Delphi II Productions"
"6664",24264,"Sheena","Colgems Productions Ltd."
"6665",19803,"Underclassman","Miramax Films"
"6666",20309,"Say It Isn't So","Twentieth Century Fox Film Corporation"
"6667",20309,"Say It Isn't So","Conundrum Entertainment"
"6668",20309,"Say It Isn't So","Say It Isn't So Productions"
"6669",9912,"The World's Fastest Indian","New Zealand Film Commission"
"6670",9912,"The World's Fastest Indian","2929 Productions"
"6671",9912,"The World's Fastest Indian","OLC / Rights Entertainment"
"6672",9912,"The World's Fastest Indian","Tanlay"
"6673",9912,"The World's Fastest Indian","New Zealand Film Production Fund"
"6674",9912,"The World's Fastest Indian","3 Dogs and a Pony"
"6675",9912,"The World's Fastest Indian","Park Road Post"
"6676",9912,"The World's Fastest Indian","WFI Productions Ltd."
"6677",9067,"Tank Girl","Trilogy Entertainment Group"
"6678",8338,"Blindness","Rhombus Media"
"6679",8338,"Blindness","O2 Filmes"
"6680",8338,"Blindness","Téléfilm Canada"
"6681",8338,"Blindness","Bee Vine Pictures"
"6682",8338,"Blindness","Alliance Films"
"6683",8338,"Blindness","Asmik Ace Entertainment"
"6684",8338,"Blindness","GAGA"
"6685",8338,"Blindness","Fox Filmes do Brasil"
"6686",8338,"Blindness","Ancine"
"6687",8338,"Blindness","BNDES"
"6688",8338,"Blindness","Cinema Investment"
"6689",8338,"Blindness","Corus Entertainment"
"6690",8338,"Blindness","Movie Central Network"
"6691",168705,"BloodRayne","Boll KG"
"6692",72113,"Carnage","Wild Bunch"
"6693",72113,"Carnage","Zanagar Films"
"6694",72113,"Carnage","Canal+"
"6695",72113,"Carnage","Constantin Film Produktion"
"6696",72113,"Carnage","CinéCinéma"
"6697",72113,"Carnage","Versátil Cinema"
"6698",72113,"Carnage","SBS Productions"
"6699",72113,"Carnage","Polski Instytut Sztuki Filmowej"
"6700",72113,"Carnage","France Télévisions"
"6701",72113,"Carnage","France 2 Cinéma"
"6702",72113,"Carnage","SPI Film Studio"
"6703",9729,"Where the Truth Lies","Serendipity Point Films"
"6704",94352,"Cirque du Soleil: Worlds Away","Reel FX Creative Studios"
"6705",22256,"Without Limits","Cruise/Wagner Productions"
"6706",22256,"Without Limits","Warner Bros."
"6707",12404,"Me and Orson Welles","Isle of Man Film"
"6708",12404,"Me and Orson Welles","Freestyle Releasing"
"6709",12404,"Me and Orson Welles","CinemaNX"
"6710",152742,"The Best Offer","Paco Cinematografica"
"6711",152742,"The Best Offer","Warner Bros."
"6712",152742,"The Best Offer","Regione Lazio"
"6713",152742,"The Best Offer","Business Location Sudtirol Alto Adige"
"6714",152742,"The Best Offer","Friuli Venezia Giulia Film Commission"
"6715",152742,"The Best Offer","UniCredit Group"
"6716",11699,"The Bad Lieutenant: Port of Call - New Orleans","Saturn Films"
"6717",11699,"The Bad Lieutenant: Port of Call - New Orleans","Nu Image Films"
"6718",11699,"The Bad Lieutenant: Port of Call - New Orleans","Edward R. Pressman Film"
"6719",11699,"The Bad Lieutenant: Port of Call - New Orleans","Millennium Films"
"6720",11699,"The Bad Lieutenant: Port of Call - New Orleans","Polsky Films"
"6721",11699,"The Bad Lieutenant: Port of Call - New Orleans","Osiris Productions"
"6722",11699,"The Bad Lieutenant: Port of Call - New Orleans","Lieutenant Productions"
